lang_train,af,aii,ajp,akk,apu,aqz,ar,be,bg,bho,bm,br,bxr,ca,ckt,cs,cu,cy,da,de,el,en,es,et,eu,fa,fi,fo,fr,fro,ga,gd,gl,got,grc,gsw,gub,gun,gv,he,hi,hr,hsb,hu,hy,hyw,id,is,it,ja,kfm,kk,kmr,ko,koi,kpv,krl,la,lt,lv,lzh,mdf,mpu,mr,mt,myu,myv,nds,nl,no,nyq,olo,orv,otk,pcm,pl,pt,quc,ro,ru,sa,sk,sl,sme,sms,sq,sr,sv,ta,te,th,tl,tpn,tr,ug,uk,ur,urb,vi,wbp,wo,xnr,yo,yue,zh
gd,72.9603498,20.08830022,68.44106464,47.04073789,48.36601307,39.84575835,81.56925692,79.72145891,76.62808446,49.40735184,30.26839326,60.92736192,58.36323764,74.54053008,38.80808797,78.65170741,47.7419998,76.99234938,77.95071336,76.46489501,79.13786092,75.03752666,78.65415427,76.78533811,65.869369,77.25583784,74.39487589,71.24523439,74.56784925,48.73833391,76.6189022,93.27395577,77.64255911,29.39792116,59.25947539,48.26869806,42.60485651,34.52200303,52.02984039,86.45833333,60.5022022,74.04369332,70.9109538,78.54134763,69.21235336,68.13034726,74.21271738,73.07450304,70.79182452,38.56097734,44.59459459,73.27887981,73.58617594,58.85178448,50.41716329,45.01176711,65.41693601,68.75957121,77.22996808,76.67700724,31.60840444,49.30382006,23.28767123,72.39263804,34.9047232,34.03805497,51.64405329,51.01123596,77.76747881,72.67169916,44.87179487,61.62634409,70.11352206,37.1040724,40.35686903,81.3680685,77.91015797,44.96802423,74.40259369,79.24652623,33.47749165,80.32707645,64.29935248,44.27572428,39.74181651,76.13882863,72.68190176,78.93562384,76.70278638,74.47988904,57.10061822,68.34264432,48.1294964,71.70775552,67.5364701,78.70945076,55.95029042,24.58333333,56.4951903,43.72469636,38.08597969,43.99363564,32.54604246,48.85759448,51.5734629
gl,73.3081586,14.56953642,65.14575412,30.74558032,32.84313725,24.42159383,82.12633368,87.85910567,89.46196896,51.9579895,28.76365478,66.16553252,58.04425837,87.3573225,28.73359347,87.63705845,49.51649885,67.06248008,87.77811035,83.26569489,87.59658398,86.53516973,86.57816434,85.31380143,75.75695413,78.87502643,84.41323635,76.83509639,88.28087167,63.96474248,69.18017383,58.69164619,93.84561892,22.41616003,59.38202083,47.92243767,25.82781457,29.21092564,33.39694656,90.625,71.8388768,88.33470734,73.24888227,83.03024502,84.67799856,78.10770005,83.87497482,81.97198853,88.59735279,19.98366361,35.13513514,81.13185531,79.37612208,62.4649019,42.66984505,36.18131587,69.45701357,80.03900096,85.36872165,86.46052237,14.30865217,38.77186719,16.43835616,80.36809816,25.16029983,19.66173362,42.59870431,53.14606742,87.62358757,83.18590901,43.58974359,62.3655914,73.68012645,37.1040724,41.08175925,86.75157975,90.89224252,31.77381353,84.49508916,89.16300072,20.98486338,87.61782003,78.38286568,32.11788212,30.29045643,79.71800434,89.83451537,87.66138316,81.57894737,79.61165049,49.25185915,71.88081937,26.90647482,76.79378531,70.72118348,86.64949057,64.62920438,18.75,63.77248013,34.41295547,33.20371571,43.55608592,21.53802896,36.99525794,32.82775815
got,73.44728212,3.973509934,38.91001267,43.82782475,20.75163399,25.19280206,49.62232084,52.96027979,55.64105825,38.84471118,13.1302901,36.65136889,37.36044657,50.10640356,21.03582831,54.28298467,50.21433556,41.09818298,50.82310685,38.8918903,41.98861326,47.88138941,51.33440146,49.53249826,45.85213752,53.11603178,51.17520918,48.8965258,50.21160122,47.58612743,37.20147209,36.7014742,49.23504868,93.62620122,50.91179646,25.06925208,23.8410596,14.79514416,17.57460097,44.79166667,45.20663528,57.20939819,42.67883756,42.34303216,50.37107972,47.19426271,55.4488686,50.32567407,46.84532997,16.26180837,28.37837838,46.51108518,49.3043088,41.46608508,23.36114422,21.0887138,41.72592114,49.05417167,50.47875021,51.54608226,19.57977796,24.45555159,18.49315068,34.96932515,21.44856859,26.6384778,22.1060995,32.80898876,50.20303672,49.11931336,33.33333333,38.50806452,53.90142262,2.714932127,29.20471179,52.44592566,50.44567999,23.32547964,50.14780204,52.42404863,32.41596226,55.32909047,45.32624938,27.92207792,19.91701245,49.02386117,57.39427371,51.4849907,41.09907121,38.83495146,34.71463131,41.99255121,23.38129496,46.64997432,48.59256215,49.97072257,41.44265838,33.75,47.10999582,23.48178138,28.38626053,34.24821002,15.04287924,17.13608277,16.38990554
grc,73.96402663,29.13907285,61.72370089,38.86241353,41.66666667,30.84832905,65.25351714,75.31851112,64.88170949,43.73593398,28.58279679,47.12771008,56.40948963,54.20777713,40.19155729,70.12150311,58.84757253,57.89767294,61.64820912,61.26250458,63.29808865,58.34013641,54.45181964,70.02641344,63.29695577,64.3959762,70.27288399,59.22246684,57.25444784,49.44117986,52.38822332,49.23218673,61.57858136,33.89880369,89.56321302,47.2299169,26.49006623,36.41881639,27.08188758,72.91666667,47.81214668,64.80626546,62.92846498,61.39931087,69.37993775,67.14896829,59.71261667,63.63403323,56.62504092,44.28048867,45.94594595,71.01516919,61.95017953,55.50532432,45.88796186,45.43129029,64.54427925,68.83779347,77.35595498,74.50882284,48.00899165,46.0906819,18.49315068,75.4601227,29.63966405,21.56448203,46.74245202,45.28089888,57.08862994,59.85118634,51.28205128,61.76075269,68.00977152,37.1040724,37.2272949,70.34036726,59.73876975,29.70380343,66.32402022,71.14978392,42.90347946,67.33263514,58.18113897,37.42257742,44.67496542,63.34056399,63.29568339,62.93633224,68.73065015,75.31206657,61.12803512,57.63500931,44.38848921,66.46379045,72.68337785,72.59632275,44.83992976,27.91666667,63.69719783,49.39271255,27.75977533,45.94272076,30.39505131,60.23135508,56.64626253
he,73.98390142,16.99779249,64.51204056,24.0584166,22.22222222,16.96658098,77.35341328,78.49737697,82.14830832,50.65266317,21.10974463,56.68618452,44.95614035,71.47900948,27.13728272,77.66008525,40.34493071,62.28084157,80.42502245,70.52542907,67.42578284,76.56229426,74.54566262,81.41822366,76.16722737,75.4312298,80.51549426,70.77270042,71.3211917,50.63371356,58.69548195,51.25921376,76.14742698,13.65954109,45.42934672,44.80609418,21.41280353,22.0030349,21.80777238,93.75,75.16495385,77.93899423,61.19597615,65.75421133,77.04093847,69.57725214,80.04431612,80.9833143,75.06197091,39.35471269,36.48648649,77.2462077,74.24820467,60.24334681,35.04171633,28.99826051,59.98707175,73.50689127,80.96757937,80.13609527,44.27011652,29.66797572,8.219178082,81.59509202,17.99873566,9.513742072,31.96430754,42.58426966,73.7332274,75.72052671,41.02564103,52.21774194,66.16755281,43.43891403,41.61148672,78.87347181,78.58970965,23.61157859,76.46610089,80.28009793,12.05032436,78.02304036,72.48879296,24.82517483,27.24757953,73.86117137,78.86349707,79.32170371,82.12074303,81.4147018,69.16046949,79.23649907,21.8705036,71.83615819,70.20752003,78.84998243,70.94421181,11.25,64.39983271,22.26720648,24.43292288,39.89657916,17.48910446,57.73099583,60.48202784
hi,74.023651,16.33554084,60.07604563,21.69100692,22.87581699,16.19537275,73.88820697,80.49587809,81.25158993,61.18529632,22.22382985,49.48567811,53.88755981,68.71251693,26.95991486,78.82906276,35.05134084,59.35607268,74.94762047,69.3916637,69.4794632,75.85916309,70.20828565,80.96773671,78.75605153,78.116787,80.32488192,64.87676529,67.05547952,43.96243807,56.4756088,49.14004914,70.68845619,8.570307904,54.89452339,42.17451524,18.54304636,23.21699545,25.27758501,81.25,93.74272262,79.75680132,64.22317437,75.37327718,82.09241082,74.89934575,76.61988854,70.36657267,68.05575043,29.29185311,37.83783784,81.99533256,71.77962298,57.80811274,34.32657926,29.69405505,64.86748546,69.33907698,81.25314967,80.1961373,18.42829617,34.30917529,2.739726027,82.20858896,16.31897408,9.302325581,36.2852952,47.97752809,72.33845339,72.40463731,39.74358974,57.93010753,63.60971404,42.98642534,35.81933505,81.13048787,71.53825788,21.6762033,72.11595308,82.86144325,13.97680362,78.90920809,71.25186784,26.21378621,26.92485016,68.54663774,79.94921636,77.42672452,85.68111455,85.4368932,52.84920706,71.32216015,21.29496403,75.39804828,75.75508527,80.76472655,89.70687559,10.83333333,60.61898787,23.48178138,24.92979045,52.78440732,19.26050893,42.05345596,37.10144001
hr,74.63976945,15.89403974,68.94803549,32.4980784,38.39869281,37.01799486,82.3434992,91.64376717,92.61002289,49.22730683,28.21384649,62.16173445,61.11443381,85.54362546,35.40262504,94.76703738,48.94826039,67.9470832,83.80724334,83.16686169,85.80723871,83.71079451,87.77752346,85.69947011,74.97743497,79.3946168,83.18546861,77.27004242,84.22991894,54.29196912,65.4138282,57.67813268,86.02225313,16.49343008,62.10136259,44.80609418,28.25607064,31.94233687,35.6870229,85.41666667,67.83779679,98.27287716,79.36847988,83.82465544,84.70193919,77.70508304,81.2562949,79.85889399,83.18132922,30.11577527,36.48648649,79.43990665,78.51211849,60.73957653,44.93444577,39.62959173,71.65481577,77.42791984,86.14984042,86.49387905,26.98871456,45.73366655,17.80821918,87.11656442,23.6882507,28.75264271,47.21916636,43.48314607,83.71733757,78.95151206,42.30769231,65.52419355,76.76102888,37.1040724,39.63197881,92.25883091,84.61742123,35.77919892,82.4678173,91.41941694,35.60055042,94.95690002,87.00398473,35.34465534,33.7021669,75.1626898,97.5308642,85.39803418,84.75232198,82.38557559,63.36349789,70.94972067,33.09352518,75.9039548,72.17998767,93.21934653,65.04795353,20,66.49100795,41.29554656,32.20998056,47.89180589,28.48305919,45.56689179,41.18812831
hu,74.65964424,16.33554084,61.72370089,31.0991545,38.39869281,29.56298201,69.21914833,77.31076692,74.28771305,53.09827457,26.96230919,59.72463997,62.16108453,76.14142,40.54629301,78.95056587,48.87847672,54.89321007,77.65140178,76.95547641,79.19886133,77.02973165,76.1341268,87.62781352,73.69738246,69.19010362,85.12382794,67.38441712,75.93009791,55.11003572,59.83086681,54.36117936,77.39916551,25.6422828,55.88947568,45.70637119,23.62030905,33.30804249,33.46634282,85.41666667,73.86557316,78.87881286,69.6814456,97.33920368,85.68350491,75.86814293,76.59638756,73.51378434,77.61564005,30.22409262,37.83783784,80.91015169,69.96184919,59.1378671,53.6352801,44.08063031,74.43438914,71.30234557,79.67411389,81.76056573,32.84705019,47.62584791,18.49315068,87.11656442,29.60354014,23.04439746,50.92898179,55.50561798,77.01271186,74.64147332,44.87179487,69.69086022,65.60425348,37.1040724,39.31832439,77.93469832,79.11923043,33.49040727,72.44397826,78.71165287,40.86888146,78.69169419,71.93674249,44.74525475,50.0230521,80.04338395,80.06304177,78.85769946,82.73993808,82.10818308,45.21548248,63.87337058,36.61870504,80.37878788,71.27594,78.54549713,69.41104957,22.08333333,59.85780008,33.19838057,34.7375243,51.78997613,27.99100239,48.30435407,40.92601768
hy,74.76895558,14.56953642,69.58174905,7.040737894,25.16339869,11.56812339,78.57614956,91.91856108,90.33324854,53.6384096,17.1887434,65.50087039,59.46969697,82.32249952,33.23873714,88.7114791,44.36247632,65.34109021,86.63074928,84.08017268,86.90524603,84.72467279,83.2089723,86.13537295,79.0432428,79.22846872,86.27591137,76.50754443,82.56869144,47.85689596,62.4265915,56.94103194,83.55354659,6.50127476,67.38540542,43.69806094,14.79028698,22.76176024,19.63913949,91.66666667,75.74714389,88.62324815,69.54172876,85.72932619,97.03136222,84.47408153,80.47069093,82.20677682,82.91006033,30.33951275,43.24324324,86.25437573,77.9061939,64.10193017,38.25983313,33.01954364,67.71170006,79.84619961,89.00554342,90.04636579,26.33727865,40.73545162,1.369863014,83.43558282,14.74758421,7.610993658,40.91186896,40.11235955,85.29749294,82.52056994,48.71794872,58.13172043,73.63126886,37.1040724,36.13298948,86.3374635,84.60859589,19.84180411,82.36673977,92.10286622,23.68783173,89.53516475,80.76955006,23.73626374,26.83264177,75.81344902,89.69442255,87.54803861,86.91950464,85.57558946,67.46259296,71.7877095,20.86330935,79.33615819,78.11793713,91.03525003,70.5794948,4.583333333,66.37390213,25.50607287,16.33182113,51.31264916,15.35217208,48.18221009,43.52315044
hyw,75.38507403,14.56953642,69.83523447,29.33128363,31.8627451,21.33676093,77.64611463,89.70147389,86.29483592,57.76444111,30.71692107,65.40591866,65.41068581,80.01064036,38.06314296,86.01195434,52.52716579,63.80299649,84.84485683,83.94037234,87.57625051,82.95894451,80.86289769,84.55704818,80.65561664,74.91163943,84.52956594,77.92514632,79.2104432,58.2555594,61.52611385,56.75675676,80.945758,24.5342224,68.38327546,57.34072022,22.73730684,28.67981791,29.84038862,85.41666667,74.85614,86.85902721,76.35059613,83.74808576,90.20828346,93.94816306,80.70570066,79.48369882,80.88957486,35.23332623,43.24324324,84.98249708,76.68312388,62.14703233,51.48986889,44.22388212,72.20426632,79.024315,87.21652948,87.52460055,26.84649968,45.16244199,11.64383562,84.66257669,28.2127698,12.47357294,47.56753453,56.74157303,81.91207627,80.63724355,53.84615385,67.47311828,76.9995689,37.1040724,42.97065589,83.68117998,83.07298561,26.53988556,82.10164966,89.08742079,39.42402202,86.16772738,78.0175992,35.01498501,34.20931305,83.51409978,87.10270554,86.24103427,84.24922601,80.16643551,59.87814712,68.90130354,30.79136691,78.06497175,76.10437641,88.44712496,68.10752398,16.25,65.00209118,38.46153846,31.3242601,57.79634049,24.84183889,48.48397758,41.70116192
id,76.40862566,17.21854305,66.92015209,38.35511145,39.86928105,43.70179949,80.3134737,79.87134649,82.01475452,54.65866467,31.71525718,60.27852508,59.29027113,82.91255562,31.57147925,79.54191367,45.52886053,65.28530443,81.93155742,75.52777187,78.9548597,82.44410502,86.07919432,79.97925815,71.88397473,77.44313204,79.12094073,69.54303818,81.96862828,47.0100242,68.82781301,59.58230958,86.16133519,16.8072171,56.44968342,34.90304709,29.58057395,31.25948407,34.48993754,87.5,77.30471321,79.6084089,60.52533532,78.0245023,76.44242279,71.43935581,91.85859128,75.93099671,82.68556195,21.32963989,37.83783784,78.84480747,76.21184919,63.51387147,44.81525626,37.52174358,61.57078216,73.90571463,81.30354443,81.75389439,18.40077071,44.84112817,20.54794521,76.68711656,23.79662241,25.36997886,46.01515707,36.17977528,83.43485169,79.94257398,42.30769231,59.74462366,68.01551947,45.70135747,36.50937478,82.54277276,87.34445327,37.27701111,78.7699056,84.14371814,38.76548064,81.3421413,71.61298356,36.72327672,30.10603965,73.7527115,81.27134226,83.17896042,80.53405573,80.58252427,48.36932175,73.27746741,38.84892086,74.82152029,75.70371892,80.66518328,69.35026341,23.33333333,67.91300711,34.00809717,32.75005401,42.44232299,25.37607198,40.95416008,33.95451422
is,76.45831263,15.45253863,70.84917617,30.45349731,47.87581699,37.01799486,79.21348315,86.79115663,87.68125159,59.02475619,32.47486074,61.79775281,63.08811802,82.66589282,37.67293366,84.5661653,53.9128701,66.87121454,89.61388806,82.74669254,80.50020333,88.40755273,83.61181048,86.65878044,79.53146796,78.34939431,84.80006727,83.89088761,83.56458575,58.58969927,66.76062955,56.78746929,80.73713491,26.60325554,64.02415896,45.63711911,31.78807947,31.94233687,48.56002776,85.41666667,77.35027591,85.97691674,75.51229508,77.17266462,86.59324874,79.93205838,84.43228362,95.64447345,84.58912118,43.96441509,52.7027027,81.79696616,78.5570018,64.3297367,52.681764,47.08891845,73.98190045,75.76652308,85.90626575,85.32639514,46.00422057,49.83934309,24.65753425,87.11656442,27.54447756,28.32980973,52.83583914,57.64044944,86.85116525,86.36749564,43.58974359,66.80107527,76.26095703,38.91402715,46.63692758,84.16459059,86.6472509,42.22484012,81.99103652,87.61974897,37.40908197,85.99854991,76.80557862,43.87612388,39.55739972,80.80260304,87.22528675,89.9389002,83.90092879,84.46601942,68.22865335,79.98137803,37.62589928,77.29070365,76.94678447,85.90584378,72.74078076,18.33333333,64.09033877,43.72469636,39.92222942,50.23866348,34.33150569,60.56186234,60.43248254
it,76.65706052,14.34878587,64.89226869,21.79861645,26.14379085,19.79434447,81.38513832,89.08943293,90.68939201,48.29707427,23.17876004,64.82038297,55.24322169,93.70284388,30.89748138,89.06031062,51.5501944,66.40898948,91.57936745,83.44031729,87.1899146,89.09883338,93.98031586,87.8676411,77.09854763,78.27991421,86.0208272,76.91564195,92.1654911,62.66274916,65.21024195,57.4017199,89.5340751,12.04157678,64.0445832,40.78947368,20.30905077,23.89984825,26.68285913,92.70833333,69.81386794,89.04781533,73.835693,86.31316998,87.55087383,79.20231505,86.40636541,84.0489618,96.30513072,23.85645287,39.18918919,82.81213536,78.24281867,63.52270118,39.80929678,32.7739691,69.90950226,79.81094451,85.75508147,87.09429934,26.67675934,37.37950732,6.164383562,85.27607362,20.31969656,9.936575053,39.40227356,48.65168539,89.38471045,84.72190062,42.30769231,57.32526882,76.91047564,37.1040724,36.36997282,86.86212074,92.82499338,30.73039381,86.3640698,90.53119126,20.06093965,89.74462257,79.10094637,23.6963037,27.61641309,81.23644252,90.86769985,91.08828478,83.66873065,85.15950069,55.75665263,72.34636872,22.30215827,76.95428865,73.42305322,88.05480735,66.02053222,11.66666667,66.54119615,25.91093117,25.40505509,45.18695306,18.07957261,50.82626814,39.89195928
ja,76.90549538,28.25607064,49.42965779,38.64719447,34.47712418,41.38817481,52.66735908,62.57182113,55.13228186,41.89047262,27.45424293,46.3997468,58.1638756,46.05823177,33.73536715,61.09744745,39.49755757,48.35830411,54.27516712,55.66997903,54.94103294,47.68783083,48.15976196,67.03343002,68.38434397,51.8351811,69.11799745,51.14643183,47.20286346,30.04954488,46.78960144,38.57493857,51.59944367,15.35595215,50.24363201,34.48753463,39.29359823,28.14871017,33.88272033,69.79166667,48.23064851,57.47732894,54.59202683,61.17917305,67.00981566,62.30498239,59.06801853,54.36892638,52.0415322,92.63619575,44.59459459,71.9369895,54.58931777,64.54518163,42.78903456,39.752379,60.66580478,53.51834918,69.70435075,69.62874012,46.10514726,42.16351303,19.8630137,77.3006135,29.80222162,39.32346723,41.34580125,34.71910112,49.84110169,48.55894657,37.17948718,57.19086022,55.21770369,18.09954751,16.79096675,60.54346571,53.27861619,41.02995624,55.37522647,62.70098125,32.98604285,62.32981552,46.62958658,35.05494505,36.42231443,51.84381779,57.98091235,52.61312317,75.89009288,71.84466019,52.29370128,50.37243948,32.01438849,65.39548023,65.40990343,63.16313386,46.36633797,21.66666667,50.63153492,30.36437247,32.05875999,40.97056484,28.7642345,60.40379365,66.21489875
ko,76.95518235,17.66004415,57.66793409,37.46348962,39.05228758,44.47300771,57.26560287,63.67724207,60.76698041,45.58139535,29.176011,54.61307169,56.39952153,50.57071,37.42461866,60.82504532,45.22978766,51.09977686,63.7234361,58.91688025,57.5843839,61.65696679,52.64820325,67.76263551,65.69705424,60.04893816,67.62533462,55.11464318,53.55511106,41.47367208,46.34327774,46.22235872,60.53546592,20.47460286,54.7457182,41.89750693,36.42384106,31.18361153,35.60027759,85.41666667,52.6181677,57.08573784,54.19150522,55.72358346,66.24371559,61.85203825,62.33129658,61.40500105,58.70632805,55.5419419,50,70.64177363,62.41023339,82.51187596,48.51013111,45.10385757,57.53070459,59.93147289,72.73643541,69.55201975,38.88888889,48.0185648,24.65753425,79.75460123,29.36873476,43.34038055,49.14435888,41.12359551,55.90572034,58.94965961,50,55.51075269,56.33280644,37.1040724,32.98250505,61.69507185,63.05709999,38.99360485,60.50538762,66.41279562,41.17357971,61.37114316,51.29088494,41.73826174,40.52558783,54.6637744,56.86016986,64.04321261,76.39318885,76.28294036,52.10106621,58.93854749,38.70503597,65.6587057,60.21162934,64.70898232,49.60826692,30,57.19782518,38.46153846,31.86433355,46.85759745,31.68845775,58.3489007,61.90445748
la,77.45205207,15.45253863,68.82129278,44.67332821,43.46405229,35.47557841,81.2623926,89.05820635,87.73212923,52.48312078,27.87383347,59.78794113,64.70295056,76.20429483,36.32493792,86.32551075,55.71727644,65.08606949,85.68292926,78.18192991,74.94916633,81.54346509,79.76653696,85.54228582,78.95708542,75.71821285,84.91779843,75.62154325,78.13664596,61.2282521,64.13749902,55.28255528,81.74547983,36.5365758,70.53657398,47.78393352,35.7615894,33.08042489,39.29562804,89.58333333,67.02779325,86.26133553,75.98733234,74.50229709,86.35384247,81.63059889,81.97139596,81.59154995,77.95238763,36.46388238,43.24324324,83.1621937,77.74910233,62.99291857,52.20500596,46.30103346,73.04460246,92.88067249,88.25802117,89.12572134,38.16405175,47.26883256,28.76712329,88.34355828,32.77341281,24.10147992,50.77618873,56.62921348,79.56832627,81.51715834,44.87179487,66.06182796,79.78445179,37.1040724,41.85544016,88.04672419,82.2522284,39.3470212,83.13531038,89.79606338,43.53253391,85.9179892,77.37008135,41.37862138,43.52236053,74.94577007,87.23404255,86.04799433,85.68111455,84.32732316,61.55810411,73.74301676,45.17985612,76.93374422,76.77213889,87.80302143,61.30622721,34.16666667,68.03011292,40.89068826,39.12292072,49.76133652,29.90299452,50.27302773,44.31907174
lt,77.59117559,14.56953642,67.0468948,31.5603382,41.99346405,25.96401028,73.94485884,89.14564077,85.88781481,50.90772693,26.44143818,60.31017566,64.25438596,76.18011221,35.43809862,86.53079222,51.64988536,63.7870577,78.92846453,76.03627639,81.84221228,80.70734469,79.55825132,81.53165562,75.6133585,72.80004833,83.21069672,77.31300005,75.51952837,56.14126051,60.10492522,56.17321867,81.11961057,22.59266523,65.77189041,48.13019391,26.71081678,32.24582701,33.31020125,83.33333333,62.22683474,86.62407255,75.66132638,76.88552833,84.05554226,75.40261701,77.97623044,80.65472723,77.83078434,22.89402656,39.18918919,83.13885648,77.05341113,64.58403235,48.27175209,43.04717078,71.29928895,78.67617086,96.12800269,88.99896594,15.8271401,46.34059265,17.80821918,82.82208589,25.476384,18.81606765,48.66764454,52.02247191,80.64088983,76.31485512,46.15384615,67.20430108,75.57407674,37.1040724,41.40238377,86.33581363,81.55502603,33.52406597,78.63259273,88.92657119,41.03597405,88.4637074,81.43367093,39.79020979,37.29829414,76.78958785,87.69809999,81.59213672,79.14086687,85.02080444,54.48884509,72.9981378,34.10071942,74.89856189,76.6385864,88.11336222,59.13818722,22.5,65.26976161,44.12955466,27.97580471,50.55688146,24.58878111,39.07889065,34.44197606
lv,77.69054954,12.80353201,68.69455006,32.35972329,49.01960784,35.47557841,79.43064866,91.83112666,88.9849911,49.22730683,28.61173407,62.69979427,64.84250399,83.22692977,36.96346222,88.00058792,49.30714784,65.396876,85.96228674,82.52316563,84.46522977,84.66937034,84.7035935,84.71585293,77.36112251,74.77872096,85.87506482,76.206841,84.10569534,56.69431962,64.71693681,58.10810811,84.24895688,23.54383212,62.23557903,45.22160665,31.12582781,35.28072838,37.94240111,85.41666667,64.09490542,89.10964551,75.64269747,79.92917305,87.45511132,77.47861097,79.3225005,81.73370464,84.2991441,39.43639463,40.54054054,83.80396733,76.52603232,65.14913381,51.72824791,44.45922439,72.68907563,80.99970254,90.98773728,96.88448581,30.02110285,48.69689397,20.54794521,85.27607362,25.94599476,26.00422833,52.51802958,51.57303371,85.57115113,81.33500054,39.74358974,67.67473118,76.45926139,22.62443439,36.09116889,88.48063883,84.89983232,40.33995288,82.19891294,92.11643185,39.71889129,87.75477322,81.9857214,43.50649351,34.670355,75.92190889,89.72068996,86.80598601,86.41640867,87.79472954,63.33661858,72.71880819,40.57553957,77.15074474,79.74111362,91.1347933,61.94110496,25,65.70472606,44.93927126,31.73471592,50.55688146,28.44088289,50.69693922,53.08059902
lzh,78.23710623,3.53200883,29.78453739,25.85703305,11.92810458,19.28020566,34.88339156,36.68498626,34.3233274,22.88072018,13.91159661,27.37774964,27.20295056,29.57051654,7.023767293,35.38680123,27.85365367,27.27924769,34.95959294,31.08534734,31.33387556,33.63705791,30.55619135,41.41563092,42.06121277,35.17808054,45.02515803,30.28513129,30.25792189,33.39094366,29.50043066,29.17690418,28.96383866,12.34555795,31.87932192,18.07479224,13.90728477,7.056145675,16.81124219,44.79166667,33.0278945,34.18384171,22.0752608,37.21286371,40.93847259,34.77604429,40.62982609,38.38759292,31.08367242,39.59620712,22.97297297,45.35589265,36.49012567,44.84080032,11.32300358,9.659265323,32.80542986,37.89482962,43.99462456,45.01150806,88.03101202,10.38914673,21.23287671,36.80981595,9.419308227,14.37632135,9.570957096,18.98876404,30.93661723,32.73283008,32.05128205,29.09946237,36.3730421,13.57466063,25.37115773,35.28237449,34.80716618,11.89835072,33.52913131,37.12072763,20.57204639,36.31676468,31.13481654,8.931068931,5.348086676,31.56182213,33.91997198,35.6486319,53.36687307,49.37586685,51.5545202,33.98510242,9.424460432,42.66050334,44.58598726,36.03466448,33.35134405,19.58333333,40.8866583,14.97975709,17.04471808,19.84884646,10.93771967,53.66431959,53.15731432
mr,79.24078307,16.11479029,55.76679341,23.65872406,38.39869281,23.13624679,55.93428383,65.40094929,63.18366828,41.86046512,28.88663821,50.7833518,56.96770335,57.92222867,33.45157857,64.9301847,42.83720467,50.07969398,66.4272174,66.88012249,70.37413583,67.38735417,60.09155413,75.35933626,71.76089275,60.96124218,74.46915864,58.02502282,61.65912201,48.58278604,50.14094433,47.35872236,65.54242003,19.96469896,63.47853996,46.81440443,20.52980132,29.74203338,31.14156836,77.08333333,52.72448067,63.77576257,54.0890462,69.41041348,74.4314101,70.5586311,59.01094474,64.02146303,64.77246153,40.50891399,45.94594595,73.81563594,59.97531418,59.66411782,50.05959476,46.97636345,61.7970265,66.24323818,75.91970435,75.61960039,32.43416827,46.84041414,17.12328767,88.95705521,26.7316897,18.60465116,47.66532209,51.68539326,61.48923023,64.08867071,48.71794872,65.32258065,57.7956603,37.1040724,37.91036454,65.01295144,66.71961875,25.71524739,63.33746543,68.0716782,34.1065461,61.26641424,60.09878798,37.08291708,40.8483172,61.93058568,62.61273093,68.36270256,73.52941176,81.96948682,44.14478989,55.12104283,29.92805755,71.84001027,73.24840764,67.08045439,50.25665271,19.16666667,60.97030531,42.91497976,27.75977533,48.84645982,22.81737663,52.47880443,49.65558024
mt,79.62834145,26.04856512,61.08998733,27.68639508,38.23529412,29.56298201,63.92691908,68.24881339,58.99262274,39.63990998,28.11980033,49.84965976,51.16626794,51.19945831,48.06669032,64.60780951,38.07197687,50.50207204,52.34959593,51.67440348,52.37901586,37.54114766,49.54680705,62.34868986,63.35439403,52.94384195,62.35826711,55.07168555,49.07885041,33.78269386,46.83266776,41.46191646,54.34631433,26.78956658,47.76354565,43.62880886,30.68432671,34.6737481,41.96738376,73.95833333,45.03619703,61.38087387,62.43479881,61.14088821,65.35791238,60.22898842,59.36681663,51.2659924,54.70745054,37.83116699,43.24324324,68.72812135,53.27648115,51.69795327,48.74851013,42.98577714,57.43374273,54.50769553,67.1846128,65.48250442,34.51234058,43.48446983,29.45205479,70.55214724,94.41885668,21.56448203,46.6263293,41.68539326,52.30843927,48.74264808,48.71794872,52.08333333,58.14341141,37.1040724,10.89426361,62.57280032,54.19645221,33.00235611,57.9364928,64.65959962,28.32710832,68.43631676,52.33687531,40.35964036,41.40156754,55.20607375,60.66018737,51.98795714,73.83900929,64.63245492,44.87949109,56.33147114,32.94964029,60.95403184,61.92726526,66.64129289,45.92732676,22.91666667,55.02300293,31.98380567,36.57377403,39.1805887,31.12610713,46.04109786,47.26941457
